№ п/п;Товар;Обозначение;Модификация;Кол-во;На заказы;Поставщик
6890;Ухо СБ;К101.1-00.00.034;<>;272; ;Электротехника (МЕХ.ЦЕХ)
6891;Ушко;НГКШ.301341.1768;<>;14; ;ТЕХКОМ НН
6892;Ушко;НГКШ.745571.498;<>;20; ;ХРОМОС Инжиниринг
6893;Ушко;НГКШ.745512.1964;<>;28; ;ХРОМОС Инжиниринг
6894;Ушко;ТШАГ.741214.026;<>;11; ;ХРОМОС Инжиниринг
6895;Ушко;НГКШ.745512.2011-л;<>;6; ;ХРОМОС Инжиниринг
6896;Ушко замка;НГКШ.745512.868;<>;34; ;ПМК ООО
6897;Ушко замка;ОЛК-01 32;<>;212; ;ПМК ООО
6898;Ушко замка;НГКШ.745512.868-01;<>;4; ;ПМК ООО
6899;Фальш панель-16Ш;НГКШ.301561.199;<>;2; ;ПМК ООО
6900;Фальш-панель для 4148К; ;<>;6; ;ПМК ООО
6901;Фасад верхний;НГКШ.301341.151-08;<>;1; ;Крабер ООО
6902;Фасад верхний;НГКШ.741132.305;<>;9; ;Крабер ООО
6903;Фасад верхний;НГКШ.741132.658;<>;1; ;Крабер ООО
6904;Фасад верхний;НГКШ.741132.400;<>;4; ;Крабер ООО
6905;Фасад верхний;НГКШ.741132.573;<>;1; ;Крабер ООО
6906;Фасад верхний;НГКШ.301341.446-15;<>;14; ;Крабер ООО
6907;Фасад верхний;НГКШ.741132.361;<>;1; ;Крабер ООО
6908;Фасад верхний;НГКШ.301341.1809;<>;5; ;Крабер ООО
6909;Фасад верхний;НГКШ.741132.294;<>;1; ;Крабер ООО
6910;Фасад верхний;НГКШ.301341.1809-01;<>;2; ;Крабер ООО
6911;Фасад верхний;НГКШ.741132.688;<>;4; ;Крабер ООО
6912;Фасад верхний;НГКШ.741132.097;<>;20; ;Крабер ООО
6913;Фасад верхний;НГКШ.741132.681;<>;5; ;Крабер ООО
6914;Фасад верхний;НГКШ.741132.697;<>;2; ;Крабер ООО
6915;Фасад верхний;НГКШ.301341.447-09;<>;4; ;Крабер ООО
6916;Фасад верхний;НГКШ.741132.632;<>;12; ;Крабер ООО
6917;Фасад верхний;НГКШ.741132.462;<>;1; ;Крабер ООО
6918;Фасад верхний;НГКШ.741132.630;<>;9; ;Крабер ООО
6919;Фасад верхний;НГКШ.741132.587;<>;6; ;Крабер ООО
6920;Фасад верхний;НГКШ.741132.462-01;<>;6; ;Крабер ООО
6921;Фасад верхний;НГКШ.741132.235-04;<>;6; ;Крабер ООО
6922;Фасад верхний;НГКШ.741132.581;<>;1; ;Крабер ООО
6923;Фасад верхний;НГКШ.301341.446-12;<>;3; ;Крабер ООО
6924;Фасад верхний;НГКШ.741132.390;<>;1; ;Крабер ООО
6925;Фасад верхний;НГКШ.741132.400;<>;2; ;ЛАЗЕР-НН
6926;Фасад верхний;НГКШ.301341.447-13;<>;2; ;ЛАЗЕР-НН
6927;Фасад верхний;НГКШ.301341.152-12;<>;10; ;ЛАЗЕР-НН
6928;Фасад верхний;НГКШ.301341.447-09;<>;4; ;ЛАЗЕР-НН
6929;Фасад верхний;НГКШ.301341.151-10;<>;6; ;ЛАЗЕР-НН
6930;Фасад верхний;НГКШ.301341.446-13;<>;1; ;ЛАЗЕР-НН
6931;Фасад верхний;НГКШ.301341.152-08;<>;8; ;ЛАЗЕР-НН
6932;Фасад верхний;НГКШ.301341.152-02;<>;15; ;ЛАЗЕР-НН
6933;Фасад верхний;НГКШ.301341.151-02;<>;1; ;ЛАЗЕР-НН
6934;Фасад верхний;НГКШ.301341.152-13;<>;5; ;ЛАЗЕР-НН
6935;Фасад верхний;НГКШ.301341.447-03;<>;4; ;ЛАЗЕР-НН
6936;Фасад верхний;НГКШ.301341.152-09;<>;25; ;ЛАЗЕР-НН
6937;Фасад верхний;НГКШ.301341.151-07;<>;3; ;ЛАЗЕР-НН
6938;Фасад верхний (7032 ш);НГКШ.301341.446-03;<>;2; ;Крабер ООО
6939;Фасад верхний (RAL 7032ш);НГКШ.741132.372;<>;7; ;Крабер ООО
6940;Фасад верхний (RAL 7032ш);НГКШ.301341.151-06;<>;6; ;Крабер ООО
6941;Фасад верхний 2 мм;НГКШ.741132.257-01;<>;2; ;Крабер ООО
6942;Фасад верхний 2 мм;НГКШ.741132.257-02;<>;10; ;Крабер ООО
6943;Фасад верхний 2 мм.;НГКШ.741132.429;<>;1; ;Крабер ООО
6944;Фасад нижний;НГКШ.741132.347;<>;2; ;Крабер ООО
6945;Фасад нижний;НГКШ.741132.588;<>;6; ;Крабер ООО
6946;Фасад нижний;НГКШ.741132.315;<>;1; ;Крабер ООО
6947;Фасад нижний;НГКШ.741132.345;<>;9; ;Крабер ООО
6948;Фасад нижний;НГКШ.741132.699;<>;6; ;Крабер ООО
6949;Фасад нижний;НГКШ.741132.700;<>;4; ;Крабер ООО
6950;Фасад нижний;НГКШ.741132.682;<>;3; ;Крабер ООО
6951;Фасад нижний;НГКШ.741132.258;<>;8; ;Крабер ООО
6952;Фасад нижний;НГКШ.741132.633;<>;12; ;Крабер ООО
6953;Фасад нижний;НГКШ.741132.373;<>;7; ;Крабер ООО
6954;Фасад нижний;НГКШ.741132.315-02;<>;23; ;Крабер ООО
6955;Фасад нижний;НГКШ.741132.404;<>;9; ;Крабер ООО
6956;Фасад нижний;НГКШ.741132.098;<>;19; ;Крабер ООО
6957;Фасад нижний;НГКШ.741132.698;<>;2; ;Крабер ООО
6958;Фасад нижний;НГКШ.741132.615;<>;1; ;Крабер ООО
6959;Фасад нижний;НГКШ.741132.582;<>;1; ;Крабер ООО
6960;Фасад нижний;НГКШ.741132.548;<>;1; ;Крабер ООО
6961;Фасад нижний;НГКШ.741132.460;<>;1; ;Крабер ООО
6962;Фасад нижний;НГКШ.741132.315-01;<>;6; ;Крабер ООО
6963;Фасад нижний;НГКШ.741132.025;<>;10; ;Крабер ООО
6964;Фасад нижний;НГКШ.741132.468;<>;3; ;Крабер ООО
6965;Фасад нижний;НГКШ.741132.200;<>;1; ;Крабер ООО
6966;Фасад нижний;НГКШ.741132.315-01;<>;72; ;ЛАЗЕР-НН
6967;Фасад нижний;НГКШ.741132.315;<>;1; ;ЛАЗЕР-НН
6968;Фасад нижний;НГКШ.741132.468;<>;2; ;ЛАЗЕР-НН
6969;Фасад нижний;НГКШ.741132.315-02;<>;11; ;ЛАЗЕР-НН
6970;Фасад нижний 2 мм.;НГКШ.741132.459;<>;1; ;Крабер ООО
6971;Фиксатор;G4 1052;<>;35; ;АМИТРОН -ЭК
6972;Фиксатор;ТШАГ.741278.000;<>;316; ;Крабер ООО
6973;Фиксатор;ТШАГ.715112.026;<>;3; ;МЕТАСФЕРА
6974;Фиксатор;ТШАГ.304261.013;<>;6; ;МЕТАСФЕРА
6975;Фиксатор;НГКШ.715312.114-02;<>;2; ;ТЕХКОМ НН
6976;Фиксатор;ТШАГ.304261.010;<>;7; ;ТЕХКОМ НН
6977;Фиксатор;ТШАГ.715212.001;<>;2; ;ТЕХКОМ НН
6978;Фиксатор;НГКШ.715312.537;<>;2; ;ТЕХКОМ НН
6979;Фиксатор;НГКШ.715312.509;<>;9; ;ТЕХКОМ НН
6980;Фиксатор;ИТЕА.715111.561;<>;9; ;ТЕХКОМ НН
6981;Фиксатор;НГКШ.715312.606;<>;5; ;ТЕХКОМ НН
6982;Фиксатор;К111.26-03.04.000;<>;1; ;ТЕХКОМ НН
6983;Фиксатор;НГКШ.715312.619;<>;3; ;ТЕХКОМ НН
6984;Фиксатор;ИТЕА.715111.526-03;<>;50; ;ТЕХКОМ НН
6985;Фиксатор;НГКШ.713232.114-03;<>;4; ;ТЕХКОМ НН
6986;Фиксатор;ВЭ 261.1-00.003;<>;13; ;ТЕХКОМ НН
6987;Фиксатор;НГКШ.301341.1854;<>;16; ;ТЕХКОМ НН
6988;Фиксатор;НГКШ.715312.610;<>;3; ;ТЕХКОМ НН
6989;Фиксатор;НГКШ.715312.546;<>;1; ;ТЕХКОМ НН
6990;Фиксатор;К101.1-03.04.000;<>;14; ;ТЕХКОМ НН
6991;Фиксатор;ТШАГ.304261.000;<>;273; ;ТЕХКОМ НН
6992;Фиксатор;ТШАГ.304261.010-01;<>;40; ;ТЕХКОМ НН
6993;Фиксатор;ТШАГ.304261.012;<>;48; ;ТЕХКОМ НН
6994;Фиксатор;ТШАГ.716112.004;<>;248; ;ТЕХКОМ НН
6995;Фиксатор;К111.26-03.04.000;<>;1; ;Электротехника (МЕХ.ЦЕХ)
6996;Фиксатор верхний;ТШАГ.715214.063;<>;273; ;ТЕХКОМ НН
6997;Фиксатор нижний;ТШАГ.715214.062;<>;275; ;ТЕХКОМ НН
6998;Фиксатор педали;НГКШ.301532.153;<>;3; ;ТЕХКОМ НН
6999;Фиксатор под трос;НГКШ.715312.252;<>;36; ;ТЕХКОМ НН
7000;Фитинг PG29 IP68 пластик;7602229221G;<>;23; ;ЭЛМИ ГРУПП КОННЕКШН
7001;Флажок;НГКШ.301561.154-01;<>;30; ;Крабер ООО
7002;Флажок;НГКШ.301561.154-01;<>;6; ;ПМК ООО
7003;Флажок;НГКШ.301561.154;<>;65; ;ПМК ООО
7004;Флажок левый;ОЛТ-01 15.00 СБ;<>;120; ;ПМК ООО
7005;Флажок плоский;ОЛТ-01 33;<>;322; ;ПМК ООО
7006;Флажок правый;ОЛТ-01 05.00 СБ;<>;111; ;ПМК ООО
7007;Флажок стопорный;НГКШ.301341.1269;<>;9; ;ТЕХКОМ НН
7008;Фланец;НГКШ.301341.205;<>;100; ;МЕТАСФЕРА
7009;Фланец;НГКШ.745512.2189;<>;2; ;ПМК ООО
7010;Фланец;НГКШ.745571.012-01;<>;20; ;ПМК ООО
7011;Фланец;ТШАГ.753312.002-01;<>;14; ;ТЕХКОМ НН
7012;Фланец;ТШАГ.753312.001;<>;461; ;ТЕХКОМ НН
7013;Фланец;ТШАГ.753312.001-01;<>;5; ;ТЕХКОМ НН
7014;Фланец (прокладка Gasket);ИТЕА.753312.503;<>;250; ;Таврида Электрик
7015;Фланец проходного изолятора;НГКШ.745571.083;<>;200; ;ПМК ООО
7016;Фотореле;ФР601;<>;4; ;Толедо СК
7017;Фриз 1200х194, пленка ПВХ; ;<>;1; ;ГАСЗНАК
7018;Хомут; ;Хомут 3,6х290;60000; ;Толедо СК
7019;Хомут; ;Хомут 3х250;33000; ;Толедо СК
7020;"Хомут заземления для труб 20-1/2"""" мм, оцинкованная сталь";DKC 6042-20;<>;40; ;ТЭС/ТЭС НН
7021;"Хомут заземления для труб 25-3/4"""" мм, оцинкованная сталь";DKC 6042-25;<>;120; ;ТЭС/ТЭС НН
7022;"Хомут заземления для труб 50-1"""" 1/4мм, оцинкованная сталь";DKC 6042-50;<>;40; ;ТЭС/ТЭС НН
7023;Хомут кабельный;КО 54;<>;4; ;СОЮЗ-М
7024;Хомут кабельный (не брать);К101.1-00.00.015;<>;68; ;Электротехника (МЕХ.ЦЕХ)
7025;Центральная панель 600;НГКШ.745418.675;<>;10; ;Крабер ООО
7026;Центральная панель 800;НГКШ.745418.676;<>;8; ;Крабер ООО
7027;Центральный блок;Дуга-БЦ-150-2-01;<>;2; ;Механотроника НТЦ ООО
7028;Цоколь;НГКШ.301341.1752;<>;1; ;Крабер ООО
7029;Цоколь;НГКШ.301341.1750;<>;1; ;Крабер ООО
7030;Цоколь;НГКШ.301341.1751;<>;1; ;Крабер ООО
7031;Цоколь 1000х400;НГКШ.301341.1696;<>;6; ;Крабер ООО
7032;Цоколь 1000х400;НГКШ.301341.1801-16;<>;2; ;Крабер ООО
7033;Цоколь 1000х600;НГКШ.301341.1801-17;<>;2; ;Крабер ООО
7034;Цоколь 1000х800;НГКШ.301341.1699;<>;6; ;Крабер ООО
7035;Цоколь 1000х800;НГКШ.301341.1801-18;<>;4; ;Крабер ООО
7036;Цоколь 350х600;НГКШ.301341.1547;<>;2; ;Крабер ООО
7037;Цоколь 450х800;НГКШ.301341.1657;<>;7; ;Крабер ООО
7038;Цоколь 600х400;НГКШ.301341.1801-08;<>;3; ;Крабер ООО
7039;Цоколь 600х400;НГКШ.301341.1380;<>;16; ;Крабер ООО
7040;Цоколь 600х600;НГКШ.301341.1379;<>;2; ;Крабер ООО
7041;Цоколь 600х800;НГКШ.301341.1801-10;<>;3; ;Крабер ООО
7042;Цоколь 600х800;НГКШ.301341.1378;<>;52; ;Крабер ООО
7043;Цоколь 800х400;НГКШ.301341.1801-12;<>;3; ;Крабер ООО
7044;Цоколь 800х400;НГКШ.301341.1377;<>;8; ;Крабер ООО
7045;Цоколь 800х600;НГКШ.301341.1801-13;<>;8; ;Крабер ООО
7046;Цоколь 800х600;НГКШ.301341.1376;<>;8; ;Крабер ООО
7047;Цоколь 800х800;НГКШ.301341.1801-14;<>;11; ;Крабер ООО
7048;Цоколь 800х800;НГКШ.301341.1356;<>;15; ;Крабер ООО
7049;Цоколь общий 800х1000;НГКШ.301341.1249;<>;1; ;Крабер ООО
7050;Цоколь общий 800х800х600;НГКШ.301341.1248;<>;1; ;Крабер ООО
7051;Цоколь общий 800х800х800;НГКШ.301341.1247;<>;1; ;Крабер ООО
7052;Червяк;НГКШ.713232.085;<>;342; ;YUEQING LIYOND ELECTRIC CO.,LTD
7053;Червяк;НГКШ.713232.085-01;<>;30; ;Машиностроительная Компания
7054;Шайба;НГКШ.745222.2115;<>;24; ;Завод СЭА ПКП
7055;Шайба;НГКШ.713232.226;<>;16; ;Крабер ООО
7056;Шайба;НГКШ.713232.048-02;<>;20; ;Крабер ООО
7057;Шайба;НГКШ.713232.049;<>;50; ;Крабер ООО
7058;Шайба;НГКШ.741121.971;<>;18; ;Крабер ООО
7059;Шайба;ОЛК-01 33;<>;232; ;Крабер ООО
7060;Шайба;НГКШ.713232.058-01;<>;50; ;Крабер ООО
7061;Шайба;НГКШ.713232.049;<>;60; ;МЕТАСФЕРА
7062;Шайба;НГКШ.713232.051;<>;200; ;МЕТАСФЕРА
7063;Шайба;ТШАГ.711141.027;<>;3; ;МЕТАСФЕРА
7064;Шайба;ОЛК-01 33;<>;1845; ;ПМК ООО
7065;Шайба;НГКШ.713232.058-01;<>;220; ;ТЕХКОМ НН
7066;Шайба;НГКШ.713232.425;<>;36; ;ТЕХКОМ НН
7067;Шайба;НГКШ.713232.048;<>;60; ;ТЕХКОМ НН
7068;Шайба;НГКШ.713232.226;<>;32; ;ТЕХКОМ НН
7069;Шайба;ТШАГ.711155.000;<>;3112; ;ТЕХКОМ НН
7070;Шайба;ТШАГ.711151.000;<>;3112; ;ТЕХКОМ НН
7071;Шайба;НГКШ.713232.049-01;<>;6; ;ТЕХКОМ НН
7072;Шайба;НГКШ.713232.048-02;<>;44; ;ТЕХКОМ НН
7073;Шайба;ТШАГ.741318.001;<>;40; ;ТЕХКОМ НН
7074;Шайба;НГКШ.715312.318;<>;39; ;ТЕХКОМ НН
7075;Шайба;ТШАГ.711151.000-01;<>;9; ;ТЕХКОМ НН
7076;Шайба;НГКШ.745222.2115;<>;18; ;ТЕХКОМ НН
7077;Шайба  стопорная;М7 DIN 6799;<>;2000; ;АЛЛ Метиз МК ООО
7078;Шайба  стопорная;М7 DIN 6799;<>;10000; ;Центр крепежа
7079;Шайба (добор) 16D;ТШАГ.713232.048;<>;800; ;МЕТАСФЕРА
7080;Шайба DIN 6798;М6 оц;<>;10000; ;АЛЛ Метиз МК ООО
7081;Шайба DIN 6798;М8 оц;<>;5000; ;АЛЛ Метиз МК ООО
7082;Шайба DIN 6798 A;М4 оц;<>;3000; ;АЛЛ Метиз МК ООО
7083;Шайба гровер;М10;<>;100; ;АЛЛ Метиз МК ООО
7084;Шайба гровер;М8;<>;25.25; ;Центр крепежа
7085;Шайба гровер;М16;<>;155.625; ;Центр крепежа
7086;Шайба гровер;М10;<>;250; ;Центр крепежа
7087;Шайба гровер;М12;<>;175; ;Центр крепежа
7088;Шайба зубчатая наружная;М8 DIN;<>;5000; ;АЛЛ Метиз МК ООО
7089;Шайба зубчатая наружная;М10 DIN;<>;15000; ;АЛЛ Метиз МК ООО
7090;Шайба зубчатая наружная;М6 DIN;<>;11000; ;АЛЛ Метиз МК ООО
7091;Шайба зубчатая наружная;М4 DIN;<>;3000; ;АЛЛ Метиз МК ООО
7092;Шайба зубчатая наружная;М4 DIN;<>;2000; ;Центр крепежа
7093;Шайба изоляционная;ТШАГ.711141.000;<>;440; ;ТЕХКОМ НН
7094;Шайба изоляционная;ТШАГ.711141.000;<>;640; ;Электротехника (МЕХ.ЦЕХ)
7095;Шайба колеса;НГКШ.741121.810;<>;8; ;Крабер ООО
7096;Шайба колеса;НГКШ.713232.311;<>;64; ;Крабер ООО
7097;Шайба колеса;НГКШ.713232.094-01;<>;12; ;ТЕХКОМ НН
7098;Шайба колеса;НГКШ.713232.094;<>;12; ;ТЕХКОМ НН
7099;Шайба колеса;НГКШ.713232.042;<>;360; ;ТЕХКОМ НН
7100;Шайба механизма вката;НГКШ.713232.048-02;<>;20; ;Крабер ООО
